,peak_0-1,peak_0-2,peak_0-3,peak_1-2,peak_1-3,peak_2-3,cov_0,cov_1,cov_2,cov_3,rasterfile
mGE84-O10C1-Deviant-09,4.420996262306932,12.135643262195032,5.348881112449497,7.7146469998881,0.9278848501425649,6.7867621497455355,6.058244885922628,0.4950336248459325,3.52433992424817,0.261105428861658,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_09.png
mGE84-O10C1-Deviant-10,3.3762338542848624,2.1225607271788274,5.824927713809588,1.253673127106035,2.4486938595247256,3.7023669866307607,4.942906240579429,3.051736473180762,2.9504331854245267,0.2374073154682248,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_10.png
mGE84-O10C1-Deviant-11,2.0159898775542153,5.403643449640164,2.4406669236520084,3.3876535720859486,0.4246770460977931,2.9629765259881555,4.671945727539965,2.3947782790391634,0.41519509733909943,2.807646340336938,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_11.png
mGE84-O10C1-Deviant-12,11.405851653093904,6.449846538649666,6.450302872791851,4.956005114444238,4.955548780302053,0.00045633414218482216,7.978743799933298,3.1507478585679127,0.010106508992454218,0.010094915860143086,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_12.png
mGE84-O10C1-Deviant-13,12.107099967236483,8.454498146113988,8.454218718503459,3.652601821122495,3.652881248733024,0.000279427610529126,6.480670248496982,5.465903710119637,0.00940600959600599,0.009446558045303432,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_13.png
mGE84-O10C1-Deviant-29,9.74949570422705,6.600716544434746,6.600716544439225,3.148779159792303,3.148779159787825,4.4781955921280314e-12,10.081445234090248,2.8292287479364515,0.010000000008029149,0.010000000007727872,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_29.png
mGE84-O10C1-Deviant-30,5.264204922277216,11.113618237189401,1.5583344328048225,5.849413314912185,3.7058704894723933,9.55528380438458,0.05808362933946538,3.2353002909464443,6.691707755650516,0.18646168724363144,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_30.png
mGE84-O10C1-Deviant-31,4.926654285446026,10.084880658546169,2.7217882797476856,5.158226373100144,2.2048660056983405,7.363092378798484,0.5124947890535689,2.2701603605412743,7.703856817572441,0.0219248329232608,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_31.png
mGE84-O10C1-Postdeviant-04,6.568771053740287,9.233182917117652,6.7778822386247,2.6644118633773646,0.2091111848844136,2.455300678492951,5.397312195234047,0.013905018470265961,1.0686112262120229,0.010627695347471924,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Postdeviant_ElectrodeChannel_04.png
mGE84-O10C1-Postdeviant-05,6.730779954561864,5.966973564212271,6.231949115292075,0.7638063903495933,0.49883083926978955,0.26497555107980375,7.687339950833028,0.10795613184044806,0.10358534499955598,0.012809372422115753,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Postdeviant_ElectrodeChannel_05.png
mGE84-O10C1-Postdeviant-06,5.082158645220999,7.851492237585908,2.5741458768761687,2.7693335923649087,2.5080127683448303,5.277346360709739,0.15070374780828724,2.259846295390975,5.672150819926598,0.6384949316849524,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Postdeviant_ElectrodeChannel_06.png
mGE84-O10C1-Postdeviant-07,5.8714653977610505,2.2544749839542204,8.166563679955331,3.61699041380683,2.29509828219428,5.91208869600111,0.16860098820270633,1.552399917283081,1.4299081123505917,5.1679167108515625,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Postdeviant_ElectrodeChannel_07.png
mGE84-O10C1-Postdeviant-08,6.2539093056654345,2.280403064835234,7.179462176991791,8.534312370500668,0.9255528713263566,9.459865241827025,1.202382490913344,0.0581666764811613,5.265825755248703,0.12699371984435034,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Postdeviant_ElectrodeChannel_08.png
mGE84-O10C1-Postdeviant-09,7.015128400346701,4.659435001715103,6.07367488992314,2.3556933986315984,0.9414535104235613,1.4142398882080371,4.911796148003787,0.15845782884114937,0.9486771865207909,0.042260061262984455,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Postdeviant_ElectrodeChannel_09.png
